Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
european-white-goose-850-fill-power-100-down-duvet,"European White Goose, 100% Down Duvet, Fill Power 850","<p>Premium Collection Duvet</p><p><strong>Weight:</strong><br />
Summer: for hot sleepers and warm bedrooms.<br />
All year: for temperature controlled bedrooms with relatively stable temperatures year-round.<br />
Winter: for cold sleepers and cold bedrooms.<br />
Polar: for ice cold bedrooms and very cold sleepers.</p>
<p>European White Goose, 100% down, fill power 850 (EU).</p>
<p>Highest fill power that is commercially available.</p>
<p>Huge down clusters with very good density and magnificent ability to trap air between the fibres for insulation and breathability.</p>
<p>The down has some cling, creating extra pockets of air in between the down clusters.</p>
<p>For those that prefer a lofty-looking duvet for aesthetic reasons, this collection can be chosen as Winter weight. It will work well all year round in air-conditioned bedrooms or bedrooms where the night-time temperatures are a few degrees chillier than during the day.</p>
<p>Available in Summer, All-year, Winter and Polar and therefore suitable for all climates and all possible personal preferences. Can also be tailor-made to suit individual tastes. Each duvet is made to order with a three week lead time.</p>
<p>We recommend to ship the duvet back to us every ten years for complete <a href=""https://www.norvegr.com/lifetime-products/"">restoration</a>. The down inside these duvets is very durable and can be restored up to five times without the quality decreasing – thereby lasting at least 60 years if maintained properly. The restoration cost is the retail price at time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>
#sp-ea-9981 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #bfa356;font-size: 16px;}<div id=""sp_easy_accordion-1785258065""><div id=""sp-ea-9981"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card ea-expand sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-99810"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse99810"" aria-controls=""collapse99810"" href=""#"" aria-expanded=""true""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-minus""></i> Duvet Buying Guide</a></h3><div class=""sp-collapse spcollapse collapsed show"" id=""collapse99810"" data-parent=""#sp-ea-9981"" role=""region"" aria-labelledby=""ea-header-99810""> <div class=""ea-body""><h2><a href=""/what-constitutes-a-good-duvet/"" target=""_blank"" rel=""noopener"">What constitutes a good duvet?</a></br><br /><a href=""/how-to-choose-between-our-duvet-collections/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Collection</a></br><br /><a href=""/choosing-your-perfect-duvet-size/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Size</a></br><br /><a href=""/how-to-choose-a-duvet-weight/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Weight</a></br><br /><a href=""/duvet-vs-comforter/"" target=""_blank"" rel=""noopener"">Duvet Vs Comforter</a></h2></div></div></div></div></div>
#sp-ea-7712 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-7712.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-7712.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-7712.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-7712.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-7712.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #444;font-size: 16px;}<div id=""sp_easy_accordion-1785258065""><div id=""sp-ea-7712"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77120"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77120"" aria-controls=""collapse77120"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What kind of down goes into the Premium collection duvets?</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77120"" data-parent=""#sp-ea-7712"" role=""region"" aria-labelledby=""ea-header-77120""> <div class=""ea-body""><p>Filled with among the best commercially available types of goose down there are, our Premium Collection duvets are our second best goose down duvets.</p><p>This luxury down is 100% European White Goose down &#8211; completely feather free. On the fill power scale, these duvets are 850, which is the highest one can acquire among commercially available down qualities.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77121"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77121"" aria-controls=""collapse77121"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> Tell me more about the European White Goose down</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77121"" data-parent=""#sp-ea-7712"" role=""region"" aria-labelledby=""ea-header-77121""> <div class=""ea-body""><p>This European White Goose down is heavenly soft, and so are these duvets. Each down cluster is among the largest obtainable for commercially available goose down qualities. They trap air like few other goose down quality out there.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77122"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77122"" aria-controls=""collapse77122"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What this means for you</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77122"" data-parent=""#sp-ea-7712"" role=""region"" aria-labelledby=""ea-header-77122""> <div class=""ea-body""><p>These unique insulating abilities provide an impressive protection against both cold and warm temperatures. They will keep you at a perfect temperature throughout the night, no matter what climate you are sleeping in.</p><p>Our Premium Collection duvets are incredibly lightweight duvets, due to the extreme quality of this particular type of goose down.</p><p>An 850 fill power allows us to fill less down in these than we do for our <a href=""/product/luxury-goose-down-duvet/"" target=""_blank"" rel=""noopener"" aria-describedby=""a11y-new-window-message"">Classic Collection goose down duvets</a>, while getting the same volume of filling. This ultra lightweight quality allows for duvets that work very well in warmer climates as well as cooler ones.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77123"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77123"" aria-controls=""collapse77123"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What other key features do these luxury duvets have?</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77123"" data-parent=""#sp-ea-7712"" role=""region"" aria-labelledby=""ea-header-77123""> <div class=""ea-body""><p>Filled in a channel constructed duvet casing made from the finest batiste, 100 % Egyptian cotton: The seams are hidden inside the casing on three sides, and there is no stitching.</p><p>Instead, we use baffle walls between the channels, to make sure that the down reaches everywhere inside the casing. This way, the duvet is equally as thick all the way through the channels, and you will not have any cold spots against your body.</p></div></div></div></div></div>",Norvegr,Duvets,"Duvets, Premium Collection, Top Picks",TRUE,Size,Double,Weight,All Year,,,,,,0,deny,manual,1409.10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/premium-down-duvets.jpg,1,"European White Goose, 100% Down Duvet, Fill Power 850",FALSE,"European White Goose, 100% Down Duvet, Fill Power 850",,,kg,active
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Emperor,Weight,All Year,,,,,,0,deny,manual,2363.53,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,King,Weight,All Year,,,,,,0,deny,manual,1612.01,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Single,Weight,All Year,,,,,,0,deny,manual,992.01,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking Extra Long,Weight,All Year,,,,,,0,deny,manual,1999.04,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking,Weight,All Year,,,,,,0,deny,manual,1822.44,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Double,Weight,Polar,,,,,,0,deny,manual,2461.23,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Emperor,Weight,Polar,,,,,,0,deny,manual,4185.97,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,King,Weight,Polar,,,,,,0,deny,manual,2915.90,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Single,Weight,Polar,,,,,,0,deny,manual,1769.83,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Polar,,,,,,0,deny,manual,3659.90,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking,Weight,Polar,,,,,,0,deny,manual,3389.36,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Double,Weight,Summer,,,,,,0,deny,manual,1146.07,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Emperor,Weight,Summer,,,,,,0,deny,manual,2085.47,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,King,Weight,Summer,,,,,,0,deny,manual,1397.83,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Single,Weight,Summer,,,,,,0,deny,manual,856.73,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Summer,,,,,,0,deny,manual,1754.80,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking,Weight,Summer,,,,,,0,deny,manual,1574.43,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Double,Weight,Winter,,,,,,0,deny,manual,1769.83,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Emperor,Weight,Winter,,,,,,0,deny,manual,2994.81,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,King,Weight,Winter,,,,,,0,deny,manual,2092.98,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Single,Weight,Winter,,,,,,0,deny,manual,1296.37,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Winter,,,,,,0,deny,manual,2555.17,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,Size,Superking,Weight,Winter,,,,,,0,deny,manual,2382.32,,TRUE,TRUE,,,,,,,,,kg,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/norwegian-down-duvets-pillows.jpg,2,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Packaging_023.jpg,3,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_Up_Duvet_013-1-Premium-scaled.jpg,4,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_106-copy-2-Premium-scaled.jpg,5,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_112-copy-2-Premium-scaled.jpg,6,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
european-white-goose-850-fill-power-100-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_112-copy-Premium-Plus-scaled.jpg,7,"European White Goose, 100% Down Duvet, Fill Power 850",,,,,,
luxury-goose-down-duvet,"European White Goose, 90% Down Duvet, Fill Power 755","<p>Classic Collection Duvet</p><p><strong>Weight:</strong><br />
Summer: for hot sleepers and warm bedrooms.<br />
All year: for temperature controlled bedrooms with relatively stable temperatures year-round.<br />
Winter: for cold sleepers and cold bedrooms.<br />
Polar: for ice cold bedrooms and very cold sleepers.</p>
<p>European White Goose, 90% down and 10% feathers, fill power 755 (EU).</p>
<p>Greatly exceeds the worldwide threshold for luxury at 600-700 fill power (EU).</p>
<p>Large and airy down clusters with good density and ability to trap air between the fibres for insulation and breathability.</p>
<p>Available in Summer, All-year, Winter and Polar and therefore suitable for all climates and all possible personal preferences. Can also be tailor-made to individual tastes. Each duvet is made to order with a three week lead time.</p>
<p>We recommend to ship the duvet back to us every ten years for complete <a href=""https://www.norvegr.com/lifetime-products/"">restoration</a>. The down inside these duvets is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 50 years if maintained properly. The restoration cost is the retail price at time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>
#sp-ea-9981 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-9981.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #bfa356;font-size: 16px;}<div id=""sp_easy_accordion-1785258087""><div id=""sp-ea-9981"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card ea-expand sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-99810"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse99810"" aria-controls=""collapse99810"" href=""#"" aria-expanded=""true""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-minus""></i> Duvet Buying Guide</a></h3><div class=""sp-collapse spcollapse collapsed show"" id=""collapse99810"" data-parent=""#sp-ea-9981"" role=""region"" aria-labelledby=""ea-header-99810""> <div class=""ea-body""><h2><a href=""/what-constitutes-a-good-duvet/"" target=""_blank"" rel=""noopener"">What constitutes a good duvet?</a></br><br /><a href=""/how-to-choose-between-our-duvet-collections/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Collection</a></br><br /><a href=""/choosing-your-perfect-duvet-size/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Size</a></br><br /><a href=""/how-to-choose-a-duvet-weight/"" target=""_blank"" rel=""noopener"">How to Choose a Duvet Weight</a></br><br /><a href=""/duvet-vs-comforter/"" target=""_blank"" rel=""noopener"">Duvet Vs Comforter</a></h2></div></div></div></div></div>
#sp-ea-7711 .spcollapsing { height: 0; overflow: hidden; transition-property: height;transition-duration: 300ms;}#sp-ea-7711.sp-easy-accordion&gt;.sp-ea-single {margin-bottom: 10px; border: 1px solid #e2e2e2; }#sp-ea-7711.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a {color: #444;}#sp-ea-7711.sp-easy-accordion&gt;.sp-ea-single&gt;.sp-collapse&gt;.ea-body {background: #fff; color: #444;}#sp-ea-7711.sp-easy-accordion&gt;.sp-ea-single {background: #eee;}#sp-ea-7711.sp-easy-accordion&gt;.sp-ea-single&gt;.ea-header a .ea-expand-icon { float: left; color: #444;font-size: 16px;}<div id=""sp_easy_accordion-1785258087""><div id=""sp-ea-7711"" class=""sp-ea-one sp-easy-accordion"" data-ea-active=""ea-click"" data-ea-mode=""vertical"" data-preloader="""" data-scroll-active-item="""" data-offset-to-scroll=""0""><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77110"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77110"" aria-controls=""collapse77110"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What kind of down goes into the Classic Collection duvets?</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77110"" data-parent=""#sp-ea-7711"" role=""region"" aria-labelledby=""ea-header-77110""> <div class=""ea-body""><p>Our Classic Collection duvets are pure goose, 90% down duvets. They are filled with soft and luxurious down, and the highly modest portion of small and soft feathers are not noticeable.</p><p>An impressive down quality, with a fill power of 755<span style=""font-size: 16px"">. This well exceeds the European watermark for luxury at 600, so even though this is our entry-level collection, its performance belongs in the high end, luxury bedding world.</span></p><p>Being pure goose and nearly pure down, its fill power is naturally higher than that of duck down, due to these geese producing larger down clusters. And, the unique softness that only goose down provides gives an additional advantage and level of comfort.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77111"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77111"" aria-controls=""collapse77111"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What does this mean for you?</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77111"" data-parent=""#sp-ea-7711"" role=""region"" aria-labelledby=""ea-header-77111""> <div class=""ea-body""><p>High fill power equates to trapping generous amounts of air, which provides better insulating and breathing abilities.</p><p>These luxury duvets will keep you nice and warm and, at the same time, release excess warmth and moisture. Your body temperature will keep nice and balanced throughout the night and you will avoid waking up either too cold or too hot.</p></div></div></div><div class=""ea-card sp-ea-single""><h3 class=""ea-header""><a class=""collapsed"" id=""ea-header-77112"" role=""button"" data-sptoggle=""spcollapse"" data-sptarget=""#collapse77112"" aria-controls=""collapse77112"" href=""#"" aria-expanded=""false""><i aria-hidden=""true"" role=""presentation"" class=""ea-expand-icon eap-icon-ea-expand-plus""></i> What other key features do these duvets have?</a></h3><div class=""sp-collapse spcollapse spcollapse"" id=""collapse77112"" data-parent=""#sp-ea-7711"" role=""region"" aria-labelledby=""ea-header-77112""> <div class=""ea-body""><p>Filled in a channel constructed duvet casing made from the finest batiste, 100 % Egyptian cotton: The seams are hidden inside the casing on three sides, and there is no stitching.</p><p>Instead, we use baffle walls between the channels, to make sure that the down reaches everywhere inside the casing. This way, the duvet is equally as thick all the way through the channels, and you will not have any cold spots against your body.</p></div></div></div></div></div>",Norvegr,Duvets,"Duvets, Classic Collection",TRUE,Size,Single,Weight,All Year,,,,,,0,deny,manual,845.46,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/classic-down-duvets.jpg,1,"European White Goose, 90% Down Duvet, Fill Power 755",FALSE,"European White Goose, 90% Down Duvet, Fill Power 755",,,kg,active
luxury-goose-down-duvet,,,,,,,Size,Double,Weight,All Year,,,,,,0,deny,manual,1131.04,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,King,Weight,All Year,,,,,,0,deny,manual,1330.19,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking,Weight,All Year,,,,,,0,deny,manual,1499.28,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking Extra Long,Weight,All Year,,,,,,0,deny,manual,1615.77,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Emperor,Weight,All Year,,,,,,0,deny,manual,1931.41,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Single,Weight,Polar,,,,,,0,deny,manual,1371.52,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Double,Weight,Polar,,,,,,0,deny,manual,1890.07,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,King,Weight,Polar,,,,,,0,deny,manual,2201.95,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking,Weight,Polar,,,,,,0,deny,manual,2547.65,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Polar,,,,,,0,deny,manual,2765.59,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Emperor,Weight,Polar,,,,,,0,deny,manual,3306.69,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Single,Weight,Summer,,,,,,0,deny,manual,732.73,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Double,Weight,Summer,,,,,,0,deny,manual,976.98,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,King,Weight,Summer,,,,,,0,deny,manual,1153.58,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking,Weight,Summer,,,,,,0,deny,manual,1296.37,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Summer,,,,,,0,deny,manual,1412.86,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Emperor,Weight,Summer,,,,,,0,deny,manual,1694.68,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Single,Weight,Winter,,,,,,0,deny,manual,1067.16,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Double,Weight,Winter,,,,,,0,deny,manual,1446.68,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,King,Weight,Winter,,,,,,0,deny,manual,1683.40,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking,Weight,Winter,,,,,,0,deny,manual,1908.86,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Superking Extra Long,Weight,Winter,,,,,,0,deny,manual,2029.10,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,Size,Emperor,Weight,Winter,,,,,,0,deny,manual,2397.35,,TRUE,TRUE,,,,,,,,,kg,
luxury-goose-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Packaging_023.jpg,2,"European White Goose, 90% Down Duvet, Fill Power 755",,,,,,
luxury-goose-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_Up_Duvet_009-1.Classic-scaled.jpg,3,"European White Goose, 90% Down Duvet, Fill Power 755",,,,,,
luxury-goose-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_091-copy-3.Classic-scaled.jpg,4,"European White Goose, 90% Down Duvet, Fill Power 755",,,,,,
luxury-goose-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_106.Classic-scaled.jpg,5,"European White Goose, 90% Down Duvet, Fill Power 755",,,,,,
luxury-goose-down-duvet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/Rolled_up_Duvet_112.Classic-scaled.jpg,6,"European White Goose, 90% Down Duvet, Fill Power 755",,,,,,
